0.000001,0.005409,0.025522,0.118915,0.999956
0.000281,0.059646,0.200240,0.400364,0.999174
0.000000,0.019116,0.121084,0.425209,0.999974
0.000000,0.000058,0.008372,0.062263,1.000000
0.000000,0.000002,0.000977,0.011821,0.999889
0.000000,0.000002,0.001307,0.023180,1.000000
0.000000,0.000000,0.000135,0.004357,1.000000
0.000000,0.000000,0.000193,0.008903,1.000000
0.000000,0.000000,0.000003,0.000868,1.000000
0.000000,0.000000,0.000001,0.000378,1.000000
0.000000,0.000000,0.000000,0.000000,0.003135
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.003516
0.000002,0.000649,0.004934,0.032589,0.999994
0.000002,0.000649,0.004951,0.032648,0.999994
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000038,1.000000
0.000000,0.000001,0.000567,0.015391,1.000000
0.000000,0.000000,0.000738,0.014875,1.000000
0.000000,0.000000,0.000000,0.000053,1.000000
0.000000,0.007252,0.024398,0.089277,1.000000
0.001630,0.083197,0.210875,0.473965,0.996858
0.000000,0.010580,0.078047,0.322554,0.999816
0.000000,0.000043,0.019273,0.160027,1.000000
0.000000,0.000000,0.000213,0.015365,1.000000
0.000000,0.000000,0.000001,0.003389,1.000000
0.000000,0.000000,0.000001,0.000486,1.000000
0.000000,0.000000,0.000017,0.002636,1.000000
0.000000,0.000000,0.000013,0.001761,0.999998
0.000000,0.000000,0.000001,0.000209,1.000000
0.000000,0.000000,0.000000,0.000000,0.003994
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.004852
0.000000,0.000218,0.005679,0.057371,1.000000
0.000000,0.000217,0.005682,0.057332,1.000000
0.000000,0.000000,0.000000,0.000004,1.000000
0.000000,0.000046,0.001185,0.016783,1.000000
0.000000,0.000087,0.002070,0.024840,0.999998
0.000000,0.000000,0.000001,0.000044,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.001977,0.042427,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.003204
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000006,0.001267,1.000000
0.000000,0.000000,0.000006,0.010983,1.000000
0.000000,0.000000,0.000138,0.050572,1.000000
0.000000,0.000000,0.000000,0.022282,1.000000
0.000000,0.000000,0.000000,0.000000,0.003955
0.000000,0.001121,0.005813,0.019719,0.999959
0.000000,0.000926,0.027600,0.174258,0.999999
0.000000,0.000262,0.005326,0.061277,0.999979
0.000000,0.000088,0.003808,0.033355,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000001,0.000055,0.001081,1.000000
0.000000,0.000500,0.012726,0.100620,0.999989
0.000000,0.000301,0.011880,0.116827,0.999998
0.000000,0.000000,0.000000,0.000036,1.000000
0.000033,0.001422,0.005689,0.019835,0.999652
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.003717
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000010,0.002039,0.022301,0.999998
0.000000,0.001787,0.045981,0.329388,0.998955
0.000000,0.001539,0.028346,0.191898,0.999998
0.000000,0.002112,0.015354,0.123512,0.999977
0.000000,0.000000,0.000000,0.000000,0.003850
0.000000,0.000276,0.002608,0.019077,0.999982
0.000001,0.008865,0.069715,0.291814,0.999998
0.000000,0.000179,0.008110,0.102161,1.000000
0.000000,0.000432,0.011432,0.090354,1.000000
0.000000,0.000000,0.000000,0.000374,1.000000
0.000000,0.000723,0.019478,0.172389,0.999999
0.000000,0.000617,0.016727,0.160779,1.000000
0.000000,0.000000,0.000000,0.000008,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.003998
