0.000000,0.000261,0.002500,0.028164,1.000000
0.000000,0.001574,0.025854,0.206450,0.999969
0.000000,0.000291,0.003464,0.045567,0.999999
0.000000,0.000086,0.000628,0.004020,0.999998
0.000000,0.000008,0.000044,0.000236,0.999956
0.000000,0.000004,0.000036,0.000375,0.999993
0.000000,0.000000,0.000002,0.000041,0.999437
0.000000,0.000000,0.000000,0.000005,1.000000
0.000000,0.000000,0.000001,0.000009,1.000000
0.000000,0.000004,0.000061,0.000338,0.999967
0.000000,0.000003,0.000015,0.000049,0.238205
0.000000,0.000002,0.000008,0.000026,0.999981
0.000000,0.000017,0.000100,0.000424,0.311187
0.000001,0.000352,0.001378,0.005771,0.999980
0.000000,0.000055,0.000389,0.002011,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000006,0.000126,0.000817,0.999989
0.000002,0.000157,0.000726,0.003224,0.999946
0.000000,0.000008,0.000055,0.000645,0.999998
0.000000,0.000016,0.000087,0.000418,0.999952
0.000000,0.000978,0.003863,0.016569,0.999983
0.000000,0.000812,0.022149,0.195266,1.000000
0.000000,0.000404,0.005157,0.051958,1.000000
0.000000,0.000517,0.002861,0.014932,0.999962
0.000000,0.000067,0.000273,0.001022,0.999990
0.000001,0.000068,0.000177,0.000526,0.999976
0.000000,0.000002,0.000006,0.000020,0.999996
0.000000,0.000038,0.000126,0.000424,0.999998
0.000000,0.000006,0.000018,0.000061,0.999951
0.000001,0.000024,0.000074,0.000236,0.999887
0.000000,0.000003,0.000008,0.000019,0.150215
0.000000,0.000012,0.000030,0.000081,0.997269
0.000000,0.000002,0.000022,0.000123,0.208838
0.000005,0.000407,0.001138,0.004692,0.999969
0.000015,0.000785,0.001883,0.005962,0.999964
0.000000,0.000008,0.000045,0.000350,0.999988
0.000007,0.000268,0.000807,0.003114,0.999847
0.000004,0.000177,0.000547,0.002479,0.999992
0.000000,0.000019,0.000052,0.000210,0.999980
0.000000,0.000070,0.000221,0.000701,0.996962
0.000008,0.000747,0.001874,0.004690,0.999605
0.000000,0.000004,0.000007,0.000015,0.999846
0.000000,0.000041,0.000096,0.000251,0.072003
0.000000,0.000057,0.000213,0.000711,0.996875
0.000000,0.000000,0.000001,0.000002,1.000000
0.000001,0.000186,0.000493,0.001285,0.999986
0.000000,0.000018,0.000070,0.001378,0.999999
0.000005,0.000487,0.002801,0.022420,0.999960
0.000000,0.000066,0.001985,0.035376,0.999885
0.000002,0.000685,0.003632,0.019600,0.999711
0.000000,0.000011,0.000076,0.000303,0.999847
0.000000,0.000022,0.000130,0.001750,0.998830
0.000000,0.000708,0.002293,0.010031,1.000000
0.000000,0.000014,0.000198,0.005336,0.999999
0.000000,0.000109,0.000505,0.002492,0.999998
0.000000,0.000004,0.000029,0.000152,0.999998
0.000000,0.000016,0.000084,0.000463,0.999979
0.000002,0.001383,0.003345,0.010809,0.999998
0.000000,0.000283,0.001318,0.010277,0.999998
0.000000,0.000046,0.000185,0.000866,0.999832
0.000000,0.000263,0.000845,0.002977,0.999853
0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000006,0.000019,0.000061,0.235560
0.000000,0.000001,0.000003,0.000010,0.999978
0.000000,0.000001,0.000004,0.000035,0.999995
0.000000,0.000020,0.000091,0.000570,0.999994
0.000001,0.000112,0.000345,0.001386,0.999941
0.000002,0.000553,0.003120,0.018687,0.999956
0.000000,0.000159,0.000881,0.023297,0.999999
0.000000,0.000137,0.000976,0.007485,0.999983
0.000000,0.000000,0.000001,0.000027,0.616525
0.000000,0.000047,0.000201,0.000893,0.999988
0.000001,0.000637,0.003240,0.021895,0.999915
0.000000,0.000095,0.000832,0.006582,0.999995
0.000002,0.000358,0.001862,0.008989,0.999999
0.000000,0.000040,0.000116,0.000412,0.999929
0.000000,0.000274,0.001543,0.012586,0.999989
0.000000,0.000414,0.002139,0.010766,0.999985
0.000000,0.000124,0.000371,0.000952,0.999987
0.000000,0.000004,0.000015,0.000067,0.940747
0.000000,0.000011,0.000039,0.000134,0.464018
