0.000000,0.000073,0.000933,0.012752,0.999999
0.000000,0.000334,0.006436,0.095731,0.999986
0.000000,0.000238,0.001908,0.021762,0.999999
0.000000,0.000109,0.000398,0.001539,0.999994
0.000000,0.000000,0.000000,0.000001,1.000000
0.000000,0.000044,0.000168,0.000615,0.999935
0.000000,0.000017,0.000057,0.000255,0.999588
0.000000,0.000002,0.000008,0.000061,0.999858
0.000000,0.000000,0.000001,0.000003,0.999840
0.000000,0.000012,0.000036,0.000161,0.998858
0.000001,0.000079,0.000269,0.000784,0.044515
0.000001,0.000068,0.000295,0.000840,0.998081
0.000000,0.000002,0.000010,0.000070,0.019799
0.000004,0.000637,0.001492,0.004119,0.999914
0.000001,0.000096,0.000462,0.003046,0.999991
0.000000,0.000000,0.000003,0.000012,1.000000
0.000001,0.000025,0.000073,0.000228,0.999991
0.000000,0.000284,0.001490,0.005871,0.999987
0.000000,0.000040,0.000263,0.002179,0.999998
0.000000,0.000001,0.000064,0.000664,0.999275
0.000006,0.000326,0.001030,0.005780,0.999990
0.000005,0.001602,0.007650,0.079171,0.999909
0.000000,0.000807,0.005112,0.020101,0.999999
0.000003,0.000253,0.000962,0.007934,0.999984
0.000000,0.000016,0.000060,0.000222,0.999989
0.000003,0.000325,0.000915,0.002807,0.998812
0.000001,0.000137,0.000479,0.001455,0.999953
0.000000,0.000000,0.000005,0.000051,1.000000
0.000000,0.000000,0.000000,0.000002,0.999551
0.000000,0.000003,0.000017,0.000064,0.999999
0.000000,0.000009,0.000038,0.000237,0.075091
0.000000,0.000000,0.000000,0.000075,1.000000
0.000000,0.000003,0.000013,0.000037,0.264491
0.000006,0.001014,0.002388,0.006556,0.999876
0.000003,0.000841,0.002407,0.006085,0.999972
0.000000,0.000003,0.000034,0.000544,0.999625
0.000000,0.000199,0.000519,0.001583,0.999897
0.000005,0.000699,0.001829,0.005506,0.999662
0.000000,0.000031,0.000095,0.000351,0.999988
0.000000,0.000000,0.000002,0.000029,0.999999
0.000000,0.000117,0.000561,0.003849,0.999986
0.000000,0.000000,0.000000,0.000001,1.000000
0.000000,0.000001,0.000004,0.000018,0.281549
0.000000,0.000022,0.000069,0.000206,0.999943
0.000000,0.000000,0.000000,0.000009,0.999999
0.000000,0.000000,0.000000,0.000016,0.999998
0.000000,0.000009,0.000062,0.000662,0.999949
0.000000,0.000005,0.000406,0.005028,0.999959
0.000000,0.000068,0.000423,0.006911,0.999909
0.000001,0.000339,0.001203,0.005073,0.999796
0.000000,0.000001,0.000011,0.000079,0.163473
0.000000,0.000120,0.000665,0.002526,0.999712
0.000003,0.000694,0.002171,0.008895,0.999881
0.000000,0.000175,0.000762,0.003491,0.999969
0.000003,0.000245,0.000837,0.003402,0.999971
0.000000,0.000002,0.000008,0.000026,1.000000
0.000000,0.000108,0.000355,0.001319,0.999993
0.000009,0.000505,0.001649,0.005868,0.999958
0.000007,0.000656,0.002051,0.008317,0.999966
0.000001,0.000197,0.000495,0.001325,0.999993
0.000000,0.000001,0.000005,0.000021,1.000000
0.000000,0.000001,0.000003,0.000008,0.999999
0.000000,0.000088,0.000367,0.001055,0.265742
0.000000,0.000043,0.000158,0.000533,0.999958
0.000000,0.000003,0.000014,0.000064,0.999493
0.000000,0.000000,0.000001,0.000003,1.000000
0.000000,0.000000,0.000000,0.000079,0.999968
0.000000,0.000002,0.001469,0.009917,0.999998
0.000001,0.000596,0.002115,0.011594,0.999068
0.000000,0.000163,0.000955,0.005895,0.999995
0.000000,0.000011,0.000062,0.000261,0.459074
0.000000,0.000024,0.000112,0.000699,0.999770
0.000000,0.000213,0.003734,0.015278,0.999988
0.000002,0.000303,0.001336,0.004375,0.999984
0.000002,0.000477,0.001285,0.004236,0.999979
0.000000,0.000113,0.000381,0.001210,0.999926
0.000000,0.000101,0.000619,0.005895,0.999987
0.000003,0.000487,0.002395,0.007674,0.999976
0.000000,0.000043,0.000203,0.000664,0.999852
0.000000,0.000020,0.000145,0.000959,0.999792
0.000000,0.000026,0.000140,0.000564,0.599690
